   wave             C          sig   sigcal      lorange      hirange
2641.58   -7330.85963     2880.354    1.901     6238.620     1864.870
 2641.9   -7339.73763     2893.489    1.910     6283.259     1872.485
2642.22   -7348.64154     2906.782    1.918     6328.272     1880.100
2642.54   -7357.57143     2920.235    1.927     6373.661     1887.718
2642.86    -7366.5274     2933.848    1.936     6419.433     1895.336
2643.18   -7375.50953     2947.624    1.945     6465.590     1902.957
 2643.5   -7384.51789     2961.562    1.955     6512.138     1910.579
2643.82   -7393.55257     2975.665    1.934     6559.080     1918.202
2644.14   -7402.61366     2989.932    1.943     6606.421     1925.827
2644.46   -7411.70124     3004.367    1.953     6654.166     1933.454
2644.78   -7420.81539     3018.970    1.962     6702.319     1941.083
 2645.1    -7429.9562     3033.741    1.972     6750.884     1948.714
2645.43   -7439.12374     3048.683    1.982     6799.867     1956.346
2645.75   -7448.31811     3063.797    1.991     6849.272     1963.980
2646.07   -7457.53939     3079.084    2.001     6899.104     1971.616
2646.39   -7466.78767     3094.545    2.011     6949.368     1979.255
2646.71   -7476.06303     3110.183    1.991     7000.068     1986.895
2647.03   -7485.36555     3125.998    2.001     7051.210     1994.537
2647.35   -7494.69532     3141.991    2.011     7102.799     2002.181
2647.68   -7504.05243     3158.165    2.021     7154.841     2009.828
 2648.0   -7513.43697     3174.520    2.032     7207.339     2017.477
2648.32   -7522.84902     3191.059    2.042     7260.300     2025.128
2648.64   -7532.28866     3207.783    2.053     7313.730     2032.781
2648.97   -7541.75599     3224.694    2.064     7367.633     2040.437
2649.29    -7551.2511     3241.792    2.075     7422.015     2048.095
2649.61   -7560.77406     3259.081    2.086     7476.881     2055.755
2649.93   -7570.32497     3276.560    2.064     7532.239     2063.418
2650.26   -7579.90391     3294.233    2.075     7588.092     2071.083
2650.58   -7589.51098     3312.102    2.087     7644.448     2078.751
 2650.9   -7599.14626     3330.166    2.098     7701.313     2086.422
2651.23   -7608.80985     3348.430    2.110     7758.691     2094.095
2651.55   -7618.50182     3366.894    2.121     7816.590     2101.770
2651.87   -7628.22227     3385.560    2.133     7875.017     2109.449
